"","Reviews","Language","Language_score","Sentiment","Mixed","Negative","Neutral","Positive"
"363","It was very difficult to get the book, but I finally did it, I liked it very much, I find it better than the film.And it's sweet how they deviate, better to say, I do not think that as the book is written, I have not read a book from this wording, of course it is well written, although I may say, And for me when reading, the two main characters (Rachel and Ryan) do not fit externally, but not in old age, although I think they play well, they play very well, very well.","en",0.995118021965027,"MIXED",0.76702,0.00116,0.00041,0.23142
"364","Until I saw this movie, I preferred romantic comedy, with only one exception, no matter how simple the Titanic was. 
But this film would be completely different from titanic, because it gave me a real catharsis experience. Besides, I cried through the end, totally devastated, in a good way. You have an incredible message.
Wonderful, I don't keep agaising. 10/10","en",0.990411996841431,"POSITIVE",0.02983,0.00175,0.00027,0.96815
"365","Romantic movies are probably the most beautiful I've ever seen. I fell in love with her. True (I don't think I'll say anything new) I almost cried through the whole thing. This film is already a basic one for me, who knows to watch it.","en",0.997393727302551,"POSITIVE",0.00041,0.00036,0.00049,0.99874
"366","I'm glad you wrote that down.I hope this is a movie that doesn't just like women.","en",0.999123156070709,"NEGATIVE",0.26907,0.59623,0.03269,0.10201
"367","It's an incredible movie. The script and the directing were very good. It's been a long time since I was touched by a movie like this I watched it yesterday. I must admit, feminly, that I spent half an hour on it at the end. My friend slept beside me, and I thought that I found true love, and it was terrible to know that life would fly away without our will. We're getting old. I never want to die, and I don't want this to happen to the people I love. It always feels bad to think about it. Let's be happy as long as we can. This is what I advise everyone:)","en",0.99762362241745,"POSITIVE",0.37323,0.01761,0.00194,0.60722
"368","Did the movie get any awards besides Best Kiss and the Yahoo audience vote, where it became the most romantic movie?
He deserves it. Rachel M. and Ryan Gosling would have deserved at least one Golden Globe nomination.Gosling was really amazing in this movie.
It's a pretty movie.","en",0.988400638103485,"POSITIVE",0.00011,0.00051,0.00363,0.99575
"369","I used to suck myself on this film: $:$ It's such a beautiful movie.:)
10/10","en",0.995448768138885,"POSITIVE",0.01402,0.00446,0.00367,0.97785
"370","The only thing I can add is that I really liked it ever since I saw it, I've been recommending it to everyone. Very nice film, from start to finish! Me 10/10!!!","en",0.996567368507385,"POSITIVE",0.00012,5e-05,0.00018,0.99965
"371","It's a wonderful movie. Despite how their lives are going at their age, the spectator knows that they stayed together all the time. At the end of most romantic films, of course, everyone is very happy, but we don't know what happens afterwards, but here we do.","en",0.997562527656555,"POSITIVE",0.01453,7e-05,0.00098,0.98442
"372","I really liked the film when they first got divorced.. from that point on, I was pondering:D it was a good movie","en",0.996749997138977,"POSITIVE",0.00565,0.00029,0.00181,0.99226
"373","It's a very nice movie, but I think it's the end when the old people are being shown really cheesy...You shouldn't have done that by now. Other than that, it's brilliant.","en",0.998363137245178,"MIXED",0.98537,0.0013,0.00031,0.01302
"374","Romantic movies make everyone think about Ghost and the like. I think our Love Cards are the best ever in this category.Which is weird h.they didn't get an oscart and why they don't play the TV channels.I think Mo.On barely known.Fantastic MOVIE!!!I didn't cry at the end, but...","en",0.997851610183716,"POSITIVE",0.0149,0.00889,0.00682,0.96939
"375","I cried... but not really on the film, but on why in reality such love is so rare...
It's a very nice movie.","en",0.996140956878662,"POSITIVE",0.33716,0.00188,0.00203,0.65893
"376","I love this movie. I've seen it a million times.","en",0.993498384952545,"POSITIVE",3e-05,5e-05,8e-05,0.99984
"377","A quarter of an hour... at the end of the film...:) God... this film is just beautiful.
“With our love we achieve everything we want”:) Isn't it true??? DEEEE...
Whoo-hoo...","en",0.996108412742615,"POSITIVE",0.00116,0.00217,0.00906,0.98762
"378","JESUS CHRIST!!!
And this film did not receive OSCART: (
GORGEOUS OF BU...","en",0.959727168083191,"NEGATIVE",5e-05,0.96681,0.00415,0.02899
"379","I checked!And it's so good that I can't find any words for it. For the last quarter of an hour, I was about to go through.","en",0.999187767505646,"POSITIVE",0.00615,0.05079,0.0122,0.93086
"380","Okay, it doesn't matter:)
I like it anyway, that's the point.","en",0.99826443195343,"POSITIVE",0.02645,0.00124,0.03377,0.93854
"381","I don't know... I've been waiting for it to end sometime. As it ended, it was probably the best.
If it's a romantic movie then Feast of Love is much better than I think. 
nstate 10/8","en",0.995903968811035,"POSITIVE",0.00635,0.00262,0.02724,0.96379
"382","It really is!!!
Look as soon as you can. If you like movies in love, you will like it!:)","en",0.998946964740753,"POSITIVE",0.00017,4e-04,0.00428,0.99516
"383","Oh, my God, this movie is so good. I dabbed the last 20 minutes:))","en",0.995392501354218,"POSITIVE",5e-05,3e-04,0.00376,0.99589
"384","Is it really that good?? :D Because I'm gonna have to look at it:)","en",0.999369263648987,"POSITIVE",8e-05,0.00054,0.01414,0.98525
"385","I just looked at it and decided to repeat it right now. By the way, I'm still skin, it affected me. 
So romance up, and I start again...:)
I think this is gonna be my favorite.","en",0.998604297637939,"POSITIVE",0.0051,0.00315,0.0164,0.97534
"386","One of the best romantic films, be sure to check it out!:)","en",0.995976984500885,"POSITIVE",0.00011,0.00016,0.01165,0.98808
"387","Incredible! Every time I watch the movie, it fascinates me.
Their love... how pure, sincere and true. Fairy feelings:). 
I've seen a lot of romantic, love movies, but in my life, this movie is the most important thing. I can not find words so much like:) Wonderful!","en",0.994299232959747,"POSITIVE",3e-05,5e-05,0.00011,0.99981
"388","I agree with the speakers before me, I think it's one of the most romantic films I've ever seen!
I wasn't into romantic movies until I watched this. Of course, there's hardly one in life who experiences it, and I really envy it! In short, the film is gorgeous. 
10/10","en",0.997221767902374,"POSITIVE",0.00069,1e-04,0.00047,0.99874
"389","“I would show people how wrong they are to think that they are no longer in love because they are old; they do not know that we will grow old when we no longer feel love. “Gabriel García Márquez","en",0.992658376693726,"NEUTRAL",0.01989,0.16537,0.78311,0.03164
"390","It's an amazing movie. It's amazing, and I can't believe that such a feeling exists. I'd like to believe he exists. I don't know what awaits me in life, but I really hope that someday I will have a chance to love him like that... or at least half as much. That would be a miracle!:) And after such films I believe in miracles!:) I may be too romantic, but in any case, it's fine. I'm gonna be pretty disappointed anyway. Until then, I have hope.
Anyway, let's get to the point ^^: This time I read the book for the first time. To be honest, I can't decide which one I liked better. I think they're both gorgeous. Somehow, I was more caught up with the film. The visual world, the landscape, the feelings. That summer was just beautiful. Yet the rest of the story in the book fascinates me more. So the point is, together is the real thing! :D 
But anyone who knows at least one of them has become a little bit more. (starting from myself):) Really! It's worth the time!","en",0.996755957603455,"POSITIVE",0.0721,0.00393,0.00274,0.92123
"391","Nicholas Sparks wrote it and it's called “Love Cards “just like the movie.","en",0.99828052520752,"NEUTRAL",0.00044,0.0173,0.62419,0.35807
"392","Hi, guys. I would like to ask you what the book is called???? Thank you in advance for your help and answers! Hey, guys.","en",0.999057531356812,"POSITIVE",0.00043,0.00308,0.29376,0.70273
